"age","job","marital","education","default","housing","loan","campaign","poutcome","y"
39,"technician","single","professional.course","no","no","no",2,"nonexistent","yes"
24,"unknown","single","university.degree","no","yes","no",1,"success","no"
50,"management","single","university.degree","no","yes","no",2,"nonexistent","no"
43,"unemployed","divorced","basic.9y","no","no","no",7,"nonexistent","no"
52,"retired","married","high.school","no","yes","no",3,"nonexistent","no"
59,"technician","married","university.degree","no","no","no",4,"nonexistent","no"
27,"blue-collar","married","basic.4y","no","yes","no",1,"nonexistent","no"
33,"unemployed","married","basic.9y","no","yes","no",1,"nonexistent","no"
25,"services","single","high.school","no","no","no",1,"failure","no"
47,"housemaid","married","professional.course","no","yes","yes",5,"nonexistent","no"
31,"blue-collar","single","high.school","unknown","yes","no",2,"nonexistent","no"
43,"blue-collar","married","basic.9y","unknown","unknown","unknown",1,"nonexistent","no"
34,"blue-collar","single","basic.9y","unknown","no","no",1,"nonexistent","no"
50,"services","married","high.school","no","yes","no",1,"nonexistent","no"
31,"admin.","married","university.degree","no","yes","no",6,"nonexistent","no"
45,"services","divorced","basic.4y","no","no","no",1,"nonexistent","no"
35,"technician","married","professional.course","no","yes","no",2,"nonexistent","no"
59,"blue-collar","married","basic.4y","unknown","no","no",1,"failure","yes"
29,"technician","married","university.degree","no","no","yes",1,"nonexistent","no"
28,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
45,"admin.","married","high.school","no","yes","no",1,"nonexistent","no"
47,"technician","single","university.degree","no","no","no",2,"nonexistent","no"
41,"self-employed","married","university.degree","no","yes","no",1,"nonexistent","no"
42,"management","married","high.school","no","no","no",3,"nonexistent","no"
32,"technician","single","university.degree","no","yes","no",4,"nonexistent","yes"
32,"blue-collar","married","basic.6y","no","yes","no",2,"nonexistent","no"
33,"blue-collar","married","high.school","no","no","no",1,"nonexistent","no"
43,"management","married","unknown","unknown","no","no",1,"nonexistent","no"
34,"blue-collar","married","university.degree","no","no","yes",4,"nonexistent","no"
59,"housemaid","married","basic.4y","unknown","no","no",6,"nonexistent","no"
31,"admin.","married","university.degree","no","yes","no",2,"nonexistent","no"
24,"admin.","single","university.degree","no","yes","yes",1,"nonexistent","no"
27,"blue-collar","single","basic.9y","no","no","no",1,"nonexistent","no"
37,"services","married","high.school","no","yes","no",2,"failure","no"
53,"self-employed","married","university.degree","no","yes","no",1,"nonexistent","no"
31,"blue-collar","married","basic.9y","no","yes","no",4,"nonexistent","yes"
56,"technician","married","professional.course","no","no","no",2,"nonexistent","no"
35,"technician","married","high.school","no","unknown","unknown",1,"nonexistent","no"
54,"retired","married","professional.course","unknown","no","no",2,"nonexistent","yes"
39,"entrepreneur","married","basic.9y","unknown","yes","yes",2,"nonexistent","no"
44,"management","married","basic.9y","no","yes","no",1,"nonexistent","no"
49,"technician","married","professional.course","no","yes","yes",3,"nonexistent","no"
47,"management","married","basic.4y","no","no","yes",1,"nonexistent","no"
30,"blue-collar","single","basic.6y","no","no","no",4,"failure","no"
29,"admin.","single","high.school","no","no","no",4,"nonexistent","no"
39,"technician","single","professional.course","no","yes","no",3,"nonexistent","no"
33,"entrepreneur","married","university.degree","no","yes","no",2,"nonexistent","no"
32,"technician","married","university.degree","no","no","no",1,"nonexistent","no"
49,"technician","married","unknown","no","no","no",1,"nonexistent","yes"
32,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
52,"admin.","divorced","high.school","no","yes","no",2,"nonexistent","no"
28,"services","divorced","high.school","unknown","no","yes",2,"nonexistent","yes"
29,"admin.","single","university.degree","no","yes","no",2,"nonexistent","no"
47,"management","married","high.school","no","no","no",1,"nonexistent","no"
36,"admin.","married","high.school","unknown","no","no",1,"nonexistent","no"
23,"blue-collar","single","basic.9y","no","no","no",4,"failure","yes"
59,"technician","divorced","basic.4y","no","yes","no",2,"nonexistent","no"
45,"unknown","single","high.school","no","yes","no",3,"nonexistent","no"
29,"blue-collar","married","basic.6y","no","no","no",7,"nonexistent","no"
74,"retired","divorced","high.school","no","yes","yes",6,"nonexistent","no"
66,"retired","married","basic.4y","no","yes","yes",1,"nonexistent","yes"
46,"admin.","married","high.school","no","no","no",1,"failure","no"
43,"blue-collar","single","unknown","unknown","no","no",3,"nonexistent","no"
46,"management","married","university.degree","no","yes","no",2,"nonexistent","no"
49,"admin.","married","high.school","unknown","no","no",1,"nonexistent","no"
28,"management","single","university.degree","no","no","no",3,"nonexistent","no"
34,"unemployed","single","university.degree","no","no","no",4,"nonexistent","no"
43,"technician","married","basic.9y","unknown","yes","yes",2,"nonexistent","no"
45,"blue-collar","married","basic.4y","no","no","no",5,"nonexistent","no"
46,"technician","divorced","professional.course","no","no","no",1,"nonexistent","no"
36,"management","married","university.degree","no","no","no",2,"nonexistent","no"
44,"blue-collar","married","basic.4y","no","no","no",1,"nonexistent","no"
30,"technician","married","university.degree","no","yes","no",1,"nonexistent","no"
42,"technician","married","professional.course","unknown","no","no",2,"nonexistent","no"
48,"admin.","divorced","university.degree","no","no","no",3,"nonexistent","yes"
34,"blue-collar","single","basic.9y","unknown","yes","no",1,"nonexistent","no"
33,"services","married","basic.4y","no","no","no",1,"nonexistent","no"
40,"technician","married","professional.course","no","yes","no",3,"nonexistent","no"
37,"services","married","high.school","no","no","no",4,"nonexistent","no"
30,"technician","single","professional.course","no","yes","no",1,"nonexistent","no"
33,"management","divorced","university.degree","no","yes","no",1,"nonexistent","no"
32,"technician","single","high.school","no","yes","no",2,"nonexistent","no"
44,"technician","married","basic.6y","unknown","yes","no",2,"nonexistent","no"
58,"retired","divorced","university.degree","no","yes","no",1,"nonexistent","no"
62,"technician","married","unknown","no","yes","no",1,"success","no"
42,"services","single","high.school","no","no","no",4,"nonexistent","no"
46,"services","married","basic.9y","no","no","no",2,"nonexistent","no"
37,"management","married","high.school","no","no","no",3,"nonexistent","yes"
37,"blue-collar","married","professional.course","no","yes","no",3,"nonexistent","no"
46,"services","married","basic.9y","no","no","no",1,"failure","yes"
34,"admin.","unknown","university.degree","no","yes","no",1,"nonexistent","no"
46,"services","married","high.school","no","no","no",1,"nonexistent","no"
37,"management","married","university.degree","no","no","no",1,"nonexistent","no"
47,"management","married","university.degree","no","no","no",12,"nonexistent","no"
36,"admin.","married","university.degree","no","no","no",1,"nonexistent","no"
32,"technician","married","professional.course","no","yes","no",1,"nonexistent","no"
46,"entrepreneur","married","high.school","no","yes","no",5,"nonexistent","no"
51,"entrepreneur","divorced","university.degree","unknown","no","yes",2,"nonexistent","no"
24,"student","single","basic.4y","no","yes","yes",1,"nonexistent","no"
53,"admin.","married","basic.9y","unknown","yes","no",3,"nonexistent","no"
46,"unemployed","married","basic.6y","no","yes","no",4,"nonexistent","no"
51,"blue-collar","married","basic.9y","unknown","unknown","unknown",2,"nonexistent","no"
56,"technician","married","unknown","no","yes","no",2,"nonexistent","no"
35,"admin.","single","high.school","no","yes","no",5,"nonexistent","no"
34,"technician","married","professional.course","unknown","yes","yes",3,"nonexistent","no"
38,"self-employed","married","basic.9y","no","no","no",4,"failure","no"
35,"services","single","professional.course","unknown","yes","no",2,"nonexistent","no"
32,"admin.","married","high.school","unknown","yes","no",9,"nonexistent","no"
38,"blue-collar","married","basic.9y","no","no","no",1,"nonexistent","no"
44,"management","divorced","university.degree","no","yes","no",8,"nonexistent","no"
37,"unemployed","single","professional.course","no","no","no",2,"nonexistent","no"
59,"retired","married","professional.course","no","no","no",3,"success","yes"
24,"blue-collar","single","unknown","no","no","no",3,"nonexistent","no"
35,"admin.","married","high.school","unknown","no","no",1,"nonexistent","no"
30,"admin.","single","university.degree","no","yes","no",3,"nonexistent","no"
33,"technician","single","professional.course","no","no","no",2,"nonexistent","no"
43,"blue-collar","married","basic.4y","unknown","yes","yes",3,"failure","no"
41,"admin.","married","university.degree","no","yes","yes",3,"nonexistent","no"
57,"admin.","married","professional.course","no","unknown","unknown",6,"nonexistent","no"
49,"admin.","married","university.degree","no","yes","yes",1,"nonexistent","no"
30,"entrepreneur","married","professional.course","no","yes","yes",2,"nonexistent","no"
45,"blue-collar","divorced","basic.4y","no","yes","no",1,"nonexistent","no"
30,"entrepreneur","single","university.degree","no","yes","no",1,"failure","yes"
41,"blue-collar","married","basic.9y","no","yes","no",1,"nonexistent","no"
53,"management","married","university.degree","no","yes","no",2,"nonexistent","no"
29,"management","single","university.degree","no","no","yes",1,"nonexistent","no"
45,"technician","married","university.degree","no","no","no",1,"nonexistent","no"
24,"blue-collar","single","basic.4y","no","yes","no",1,"nonexistent","no"
43,"admin.","single","university.degree","no","no","yes",3,"nonexistent","no"
45,"blue-collar","married","basic.6y","no","yes","no",2,"nonexistent","no"
34,"services","married","high.school","unknown","no","no",2,"nonexistent","no"
35,"blue-collar","single","basic.9y","unknown","yes","no",2,"failure","no"
25,"blue-collar","single","basic.9y","no","no","no",2,"failure","no"
58,"blue-collar","married","unknown","no","yes","no",1,"nonexistent","no"
31,"admin.","married","high.school","no","unknown","unknown",2,"nonexistent","no"
30,"self-employed","single","university.degree","no","yes","yes",3,"nonexistent","no"
30,"blue-collar","single","basic.6y","no","yes","no",3,"nonexistent","no"
37,"admin.","divorced","university.degree","unknown","yes","no",1,"nonexistent","yes"
58,"retired","married","basic.4y","no","no","no",1,"nonexistent","no"
34,"admin.","single","high.school","no","yes","no",2,"nonexistent","no"
34,"blue-collar","married","basic.9y","unknown","no","no",1,"failure","no"
43,"technician","married","professional.course","no","yes","no",7,"nonexistent","no"
30,"student","single","professional.course","no","no","no",2,"failure","no"
35,"unknown","married","basic.9y","no","no","no",4,"nonexistent","no"
33,"admin.","single","university.degree","no","no","no",1,"nonexistent","no"
45,"management","married","basic.9y","no","yes","no",4,"nonexistent","no"
28,"services","married","high.school","no","no","yes",3,"nonexistent","no"
29,"student","single","professional.course","no","no","no",2,"nonexistent","no"
31,"admin.","married","university.degree","no","yes","no",1,"nonexistent","no"
27,"technician","single","university.degree","no","yes","no",1,"success","yes"
41,"blue-collar","married","basic.6y","no","yes","no",1,"nonexistent","no"
29,"services","single","high.school","no","yes","no",1,"nonexistent","no"
24,"services","single","basic.9y","no","yes","yes",4,"failure","no"
34,"admin.","single","university.degree","no","yes","no",1,"nonexistent","no"
